council_id,slug,name,website_url,scraped_at,scrape_status,error,accessibility_statement_found,accessibility_statement_evidence_url,accessibility_statement_last_modified,accessibility_statement_inferred_date,accessibility_statement_file_format,accessibility_statement_http_status,accessibility_statement_document_count,agendas_found,agendas_evidence_url,agendas_last_modified,agendas_inferred_date,agendas_file_format,agendas_http_status,agendas_document_count,minutes_found,minutes_evidence_url,minutes_last_modified,minutes_inferred_date,minutes_file_format,minutes_http_status,minutes_document_count,agar_found,agar_evidence_url,agar_last_modified,agar_inferred_date,agar_file_format,agar_http_status,agar_document_count,register_of_interests_found,register_of_interests_evidence_url,register_of_interests_last_modified,register_of_interests_inferred_date,register_of_interests_file_format,register_of_interests_http_status,register_of_interests_document_count,expenditure_over_100_found,expenditure_over_100_evidence_url,expenditure_over_100_last_modified,expenditure_over_100_inferred_date,expenditure_over_100_file_format,expenditure_over_100_http_status,expenditure_over_100_document_count,end_of_year_accounts_found,end_of_year_accounts_evidence_url,end_of_year_accounts_last_modified,end_of_year_accounts_inferred_date,end_of_year_accounts_file_format,end_of_year_accounts_http_status,end_of_year_accounts_document_count,annual_governance_statement_found,annual_governance_statement_evidence_url,annual_governance_statement_last_modified,annual_governance_statement_inferred_date,annual_governance_statement_file_format,annual_governance_statement_http_status,annual_governance_statement_document_count,internal_audit_report_found,internal_audit_report_evidence_url,internal_audit_report_last_modified,internal_audit_report_inferred_date,internal_audit_report_file_format,internal_audit_report_http_status,internal_audit_report_document_count,councillor_responsibilities_found,councillor_responsibilities_evidence_url,councillor_responsibilities_last_modified,councillor_responsibilities_inferred_date,councillor_responsibilities_file_format,councillor_responsibilities_http_status,councillor_responsibilities_document_count,asset_register_found,asset_register_evidence_url,asset_register_last_modified,asset_register_inferred_date,asset_register_file_format,asset_register_http_status,asset_register_document_count,dates_of_meetings_found,dates_of_meetings_evidence_url,dates_of_meetings_last_modified,dates_of_meetings_inferred_date,dates_of_meetings_file_format,dates_of_meetings_http_status,dates_of_meetings_document_count,standing_orders_found,standing_orders_evidence_url,standing_orders_last_modified,standing_orders_inferred_date,standing_orders_file_format,standing_orders_http_status,standing_orders_document_count,financial_regulations_found,financial_regulations_evidence_url,financial_regulations_last_modified,financial_regulations_inferred_date,financial_regulations_file_format,financial_regulations_http_status,financial_regulations_document_count,risk_assessment_found,risk_assessment_evidence_url,risk_assessment_last_modified,risk_assessment_inferred_date,risk_assessment_file_format,risk_assessment_http_status,risk_assessment_document_count,code_of_conduct_found,code_of_conduct_evidence_url,code_of_conduct_last_modified,code_of_conduct_inferred_date,code_of_conduct_file_format,code_of_conduct_http_status,code_of_conduct_document_count,complaints_procedure_found,complaints_procedure_evidence_url,complaints_procedure_last_modified,complaints_procedure_inferred_date,complaints_procedure_file_format,complaints_procedure_http_status,complaints_procedure_document_count,gdpr_policy_found,gdpr_policy_evidence_url,gdpr_policy_last_modified,gdpr_policy_inferred_date,gdpr_policy_file_format,gdpr_policy_http_status,gdpr_policy_document_count,foi_publication_scheme_found,foi_publication_scheme_evidence_url,foi_publication_scheme_last_modified,foi_publication_scheme_inferred_date,foi_publication_scheme_file_format,foi_publication_scheme_http_status,foi_publication_scheme_document_count,health_safety_policy_found,health_safety_policy_evidence_url,health_safety_policy_last_modified,health_safety_policy_inferred_date,health_safety_policy_file_format,health_safety_policy_http_status,health_safety_policy_document_count,equality_policy_found,equality_policy_evidence_url,equality_policy_last_modified,equality_policy_inferred_date,equality_policy_file_format,equality_policy_http_status,equality_policy_document_count,co_option_policy_found,co_option_policy_evidence_url,co_option_policy_last_modified,co_option_policy_inferred_date,co_option_policy_file_format,co_option_policy_http_status,co_option_policy_document_count,training_policy_found,training_policy_evidence_url,training_policy_last_modified,training_policy_inferred_date,training_policy_file_format,training_policy_http_status,training_policy_document_count,grants_policy_found,grants_policy_evidence_url,grants_policy_last_modified,grants_policy_inferred_date,grants_policy_file_format,grants_policy_http_status,grants_policy_document_count,communications_policy_found,communications_policy_evidence_url,communications_policy_last_modified,communications_policy_inferred_date,communications_policy_file_format,communications_policy_http_status,communications_policy_document_count,forward_meeting_calendar_found,forward_meeting_calendar_evidence_url,forward_meeting_calendar_last_modified,forward_meeting_calendar_inferred_date,forward_meeting_calendar_file_format,forward_meeting_calendar_http_status,forward_meeting_calendar_document_count,newsletter_found,newsletter_evidence_url,newsletter_last_modified,newsletter_inferred_date,newsletter_file_format,newsletter_http_status,newsletter_document_count,consultation_page_found,consultation_page_evidence_url,consultation_page_last_modified,consultation_page_inferred_date,consultation_page_file_format,consultation_page_http_status,consultation_page_document_count,annual_report_found,annual_report_evidence_url,annual_report_last_modified,annual_report_inferred_date,annual_report_file_format,annual_report_http_status,annual_report_document_count,social_facebook_url,social_twitter_url,social_instagram_url,social_youtube_url,social_linkedin_url,social_nextdoor_url,council_email_raw,council_email_format_valid,council_email_domain,council_email_domain_resolves,council_email_is_gov_uk,council_email_is_generic_clerk,clerk_email_raw,clerk_email_format_valid,clerk_email_domain,clerk_email_domain_resolves,clerk_email_is_gov_uk,clerk_email_is_generic_clerk,phone_raw,phone_format_valid,phone_normalised,phone_is_mobile,website_scheme,website_is_https,website_is_gov_uk,website_domain_resolves,website_ssl_valid,indicators_assessed_count,indicators_evidence_found_count,evidence_links_total_count,stale_documents_count,fresh_documents_count,data_completeness_pct,legacy_district,legacy_school_count,legacy_school_names,legacy_school_websites,legacy_school_head_teachers,legacy_has_website,legacy_has_agendas,legacy_has_minutes,legacy_has_financials,legacy_has_contact_details,legacy_has_accessibility_statement,movement_minutes,movement_agendas,movement_financials,movement_accessibility_statement
37185,abberley-parish-council,Abberley Parish Council,https://www.abberleyparish.org.uk,2026-04-25T09:30:57.393433+00:00,ok,,1,https://www.abberleyparish.org.uk/accessibility-statement,,,html,200,1,1,https://www.abberleyparish.org.uk/wp-content/uploads/2026/04/The-AGENDA-of-the-Annual-Meeting-of-the-Parish-of-Abberley-20th-May-2026.pdf,2026-04-23T08:55:42+00:00,2026-05,pdf,200,1,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://www.abberleyparish.org.uk/privacy-policy,,,html,200,2,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,clerk@abberleyparish.org.uk,1,abberleyparish.org.uk,1,0,1,clerk@abberleyparish.org.uk,1,abberleyparish.org.uk,1,0,1,,0,,0,https,1,0,1,1,29,3,4,0,1,10.3,Malvern Hills,1,Abberley Parochial VC Primary School,www.abberley.worcs.sch.uk/,Mrs Claire Shelley,1,0,0,0,1,0,unchanged,added,unchanged,added
31632,abbess-beauchamp-and-berners-roding-parish-council,"Abbess, Beauchamp and Berners Roding Parish Council",https://www.abbr-pc.gov.uk,2026-04-25T09:31:03.052284+00:00,ok,,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,parish.clerk@abbr-pc.gov.uk,1,abbr-pc.gov.uk,1,1,0,parish.clerk@abbr-pc.gov.uk,1,abbr-pc.gov.uk,1,1,0,07415 407 915,1,+447415407915,1,https,1,1,1,1,29,0,0,0,0,0.0,Epping Forest,0,,,,1,0,0,0,1,0,unchanged,unchanged,unchanged,unchanged
32215,abbeydore-and-bacton-group-parish-council,Abbeydore and Bacton Group Parish Council,https://abbeydoreandbacktongroup-pc.gov.uk/,2026-04-25T09:31:04.784593+00:00,robots-disallow,robots-disallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clerk@abbeydoreandbacktongroup-pc.gov.uk,1,abbeydoreandbacktongroup-pc.gov.uk,0,1,1,clerk@abbeydoreandbacktongroup-pc.gov.uk,1,abbeydoreandbacktongroup-pc.gov.uk,0,1,1,,0,,0,https,1,1,0,,29,0,0,0,0,0.0,Herefordshire,0,,,,1,0,0,0,1,0,,,,
4782,abbots-bromley-parish-council,Abbots Bromley Parish Council,http://www.abbotsbromley.com/council,2026-04-25T09:31:04.829975+00:00,ok,,1,https://abbotsbromley.com/accessibility-statement,,,html,200,1,1,https://abbotsbromley.com/wp-content/uploads/2026/04/April-2026-Agenda-2.pdf,2026-04-23T16:32:19+00:00,2026-04,pdf,200,3,1,https://abbotsbromley.com/parish-council/agendas-and-minutes,,,html,200,2,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://abbotsbromley.com/privacy-policy,,,html,200,2,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://abbotsbromley.com/information/bulletin,,,html,200,2,0,,,,,,0,0,,,,,,0,,,,,,,parish.council@abbotsbromley.com,1,abbotsbromley.com,1,0,0,parish.council@abbotsbromley.com,1,abbotsbromley.com,1,0,0,01283 840891,1,+441283840891,0,http,0,0,1,,29,5,10,0,1,17.2,Staffordshire,1,The Richard Clarke First School,http://www.richardclarke.staffs.sch.uk,Mrs Kay Hanson,1,0,0,0,1,0,added,added,unchanged,added
30086,abbots-ripton-parish-council,Abbots Ripton Parish Council,https://www.abbotsripton-pc.gov.uk,2026-04-25T09:31:25.341512+00:00,ok,,0,,,,,,0,1,https://abbotsripton-pc.gov.uk/wp-content/uploads/2026/03/10th-March-Agenda.pdf,2026-03-02T20:43:14+00:00,2026-03-10,pdf,200,4,1,https://abbotsripton-pc.gov.uk/wp-content/uploads/2026/03/24th-March-Minutes.pdf,2026-03-26T10:13:39+00:00,2026-03-24,pdf,200,4,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,steve.brown@abbotsripton-pc.gov.uk,1,abbotsripton-pc.gov.uk,1,1,0,steve.brown@abbotsripton-pc.gov.uk,1,abbotsripton-pc.gov.uk,1,1,0,,0,,0,https,1,1,1,1,29,2,8,0,2,6.9,Huntingdonshire,1,Abbots Ripton CofE Primary School,www.abbotsripton.cambs.sch.uk/website,Mr Jake Heather,1,0,0,0,1,0,added,added,unchanged,unchanged
30087,abbotsley-parish-council,Abbotsley Parish Council,https://www.abbotsleyparishcouncil.gov.uk,2026-04-25T09:31:29.509778+00:00,ok,,1,https://abbotsleyparishcouncil.gov.uk/accessibility-statement,,,html,200,1,1,https://abbotsleyparishcouncil.gov.uk/agendas-and-minutes,,,html,200,2,1,https://abbotsleyparishcouncil.gov.uk/agendas-and-minutes,,,html,200,2,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://abbotsleyparishcouncil.gov.uk/events,,,html,200,1,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://abbotsleyparishcouncil.gov.uk/privacy-policy,,,html,200,2,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://abbotsleyparishcouncil.gov.uk/events,,,html,200,1,1,https://abbotsleyparishcouncil.gov.uk/newsletters,,,html,200,1,1,https://abbotsleyparishcouncil.gov.uk/local-news/east-west-rail-spring-2026-consultation-launched,,,html,200,3,0,,,,,,0,,,,,,,daniel.ashby@abbotsleyparishcouncil.gov.uk,1,abbotsleyparishcouncil.gov.uk,1,1,0,daniel.ashby@abbotsleyparishcouncil.gov.uk,1,abbotsleyparishcouncil.gov.uk,1,1,0,07588 267140,1,+447588267140,1,https,1,1,1,1,29,8,13,0,0,27.6,Huntingdonshire,0,,,,1,0,0,0,1,0,added,added,unchanged,added
4943,abbotts-ann-parish-council,Abbotts Ann Parish Council,https://www.abbottsann-pc.gov.uk,2026-04-25T09:32:03.784756+00:00,robots-disallow,robots-disallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clerk@abbottsann-pc.gov.uk,1,abbottsann-pc.gov.uk,1,1,1,clerk@abbottsann-pc.gov.uk,1,abbottsann-pc.gov.uk,1,1,1,,0,,0,https,1,1,1,1,29,0,0,0,0,0.0,Test Valley,1,Abbotts Ann Church of England Primary School,http://www.abbottsann.hants.sch.uk,Mrs Kelly Roach,1,0,0,0,1,0,,,,
34120,abthorpe-parish-council,Abthorpe Parish Council,https://www.abthorpeparish.gov.uk,2026-04-25T09:32:04.085691+00:00,ok,,0,,,,,,0,0,,,,,,0,1,https://abthorpeparish.gov.uk/index.php/sample-page/,,,html,200,2,1,https://abthorpeparish.gov.uk/index.php/annual-governance-and-accountability-return/,,,html,200,1,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://abthorpeparish.gov.uk/index.php/forthcoming-meetings/,,,html,200,1,1,https://abthorpeparish.gov.uk/index.php/standing-orders/,,,html,200,1,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://abthorpeparish.gov.uk/index.php/forthcoming-meetings/,,,html,200,1,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,clerk@abthorpeparish.gov.uk,1,abthorpeparish.gov.uk,1,1,1,clerk@abthorpeparish.gov.uk,1,abthorpeparish.gov.uk,1,1,1,07767082594,1,+447767082594,1,https,1,1,1,1,29,5,6,0,0,17.2,West Northamptonshire,0,,,,1,0,0,0,1,0,added,unchanged,added,unchanged
4813,acton-parish-council,Acton Parish Council,https://www.actonparishcouncil.gov.uk,2026-04-25T09:32:09.684895+00:00,ok,,1,https://actonparishcouncil.gov.uk/accessibility-statement,,,html,200,1,0,,,,,,0,1,https://actonparishcouncil.gov.uk/your-council/meetings-minutes,,,html,200,2,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://actonparishcouncil.gov.uk/privacy-policy,,,html,200,1,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://actonparishcouncil.gov.uk/your-council/parish-council-news,,,html,200,2,0,,,,,,0,0,,,,,,0,https://www.facebook.com/actonparishcouncil,,,,,,clerk@actonparishcouncil.gov.uk,1,actonparishcouncil.gov.uk,1,1,1,clerk@actonparishcouncil.gov.uk,1,actonparishcouncil.gov.uk,1,1,1,07931 381751,1,+447931381751,1,https,1,1,1,1,29,4,6,0,0,13.8,Babergh & Mid Suffolk,1,Acton Church of England Voluntary Controlled Primary School,http://www.acton.suffolk.sch.uk,Mr Jonathan Gray,1,0,0,0,1,0,added,unchanged,unchanged,added
34472,adderbury-parish-council,Adderbury Parish Council,https://www.adderburyparishcouncil.gov.uk,2026-04-25T09:32:11.924850+00:00,ok,,1,https://www.adderburyparishcouncil.gov.uk/accessibility.php,,,html,200,1,0,,,,,,0,1,https://www.adderburyparishcouncil.gov.uk/securedocs/APC Final Minutes 24.03.26.pdf,2026-04-24T08:06:31+00:00,2026-03-24,pdf,200,4,0,,,,,,0,1,https://modgov.cherwell.gov.uk/mgParishCouncilDetails.aspx?ID=131&LS=3,,,html,200,2,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://www.adderburyparishcouncil.gov.uk/downloads/Cttee-Memberships-2025-2026.pdf,2025-06-09T13:04:24+00:00,,pdf,200,2,0,,,,,,0,1,https://www.adderburyparishcouncil.gov.uk/meetings-forthcoming.php,,,html,200,3,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://www.adderburyparishcouncil.gov.uk/cookies.php,,,html,200,1,1,https://www.adderburyparishcouncil.gov.uk/securedocs/APC Freedom of Information Policy.pdf,2026-02-11T19:57:10+00:00,,pdf,200,1,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,1,https://www.adderburyparishcouncil.gov.uk/meetings-forthcoming.php,,,html,200,3,1,https://www.adderburyparishcouncil.gov.uk/news-story.php?newsid=263,,2026-04,html,200,1,1,https://www.adderburyparishcouncil.gov.uk/consultation-process.php,,,html,200,4,0,,,,,,0,https://www.facebook.com/Adderbury-Parish-Council-1629040067309617/,,,,,,clerk@adderburyparishcouncil.gov.uk,1,adderburyparishcouncil.gov.uk,1,1,1,clerk@adderburyparishcouncil.gov.uk,1,adderburyparishcouncil.gov.uk,1,1,1,01295 710965,1,+441295710965,0,https,1,1,1,1,29,10,22,0,2,34.5,Cherwell,1,Christopher Rawlins Church of England Primary School,www.christopher-rawlins.oxon.sch.uk,Mr James Veness,1,0,0,0,1,0,added,unchanged,unchanged,added
