id,slug,council_name,type,county,district,region,website,data_source,ons_code
32834,ab-kettleby-parish-council,Ab Kettleby Parish Council,parish,Leicestershire,Melton,East Midlands,,excel,
35091,abbas-and-templecombe-parish-council,Abbas and Templecombe Parish Council,parish,Somerset,Somerset,South West,,excel,
37185,abberley-parish-council,Abberley Parish Council,parish,Worcestershire,Malvern Hills,West Midlands,https://www.abberleyparish.org.uk,excel,
31654,abberton-parish-council,Abberton Parish Council,parish,Essex,Essex,East of England,,excel,
31655,abbess-beauchamp-and-berners-roding-parish-council-1,Abbess Beauchamp and Berners Roding Parish Council,parish,Essex,Essex,East of England,,excel,
31632,abbess-beauchamp-and-berners-roding-parish-council,"Abbess, Beauchamp and Berners Roding Parish Council",parish,Essex,Epping Forest,East of England,https://www.abbr-pc.gov.uk,excel,
33196,abbey-hill-parish-council,Abbey Hill Parish Council,parish,Milton Keynes,Milton Keynes,South East,,excel,
32081,abbeydore-bacton-group-parish-council,Abbeydore & Bacton Group Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
32215,abbeydore-and-bacton-group-parish-council,Abbeydore and Bacton Group Parish Council,parish,Herefordshire,Herefordshire,West Midlands,https://abbeydoreandbacktongroup-pc.gov.uk/,excel,
35408,abbots-bickington-parish-council,Abbots Bickington Parish Council,parish,Devon,,South West,,excel,
4782,abbots-bromley-parish-council,Abbots Bromley Parish Council,parish,Staffordshire,Staffordshire,West Midlands,http://www.abbotsbromley.com/council,excel,
32317,abbots-langley-parish-council,Abbots Langley Parish Council,parish,Hertfordshire,Three Rivers,East of England,,excel,
30086,abbots-ripton-parish-council,Abbots Ripton Parish Council,parish,Cambridgeshire,Huntingdonshire,East of England,https://www.abbotsripton-pc.gov.uk,excel,
6366,abbotskerswell,Abbotskerswell,parish,Devon,Teignbridge,South West,,excel,
30982,abbotskerswell-parish-council,Abbotskerswell Parish Council,parish,Devon,Teignbridge,South West,,excel,
30087,abbotsley-parish-council,Abbotsley Parish Council,parish,Cambridgeshire,Huntingdonshire,East of England,https://www.abbotsleyparishcouncil.gov.uk,excel,
4943,abbotts-ann-parish-council,Abbotts Ann Parish Council,parish,Hampshire,Test Valley,South East,https://www.abbottsann-pc.gov.uk,excel,
6022,abdon-and-heath-parish-council,Abdon and Heath Parish Council,parish,Shropshire,Shropshire,West Midlands,,excel,
35409,above-derw-parish-council,Above Derw Parish Council,parish,,,North West,,excel,
34120,abthorpe-parish-council,Abthorpe Parish Council,parish,Northamptonshire,West Northamptonshire,East Midlands,https://www.abthorpeparish.gov.uk,excel,
32944,aby-with-greenfield-parish-council,Aby with Greenfield Parish Council,parish,Lincolnshire,East Lindsey,East Midlands,,excel,
35410,acaster-selby-parish-council,Acaster Selby Parish Council,parish,,,Yorkshire and the Humber,,excel,
6615,acklam-parish-meeting,Acklam (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
34262,acklington-parish-council,Acklington Parish Council,parish,Northumberland,Northumberland,North East,,excel,
36644,ackworth-parish-council,Ackworth Parish Council,parish,Wakefield,Wakefield,Yorkshire and the Humber,,excel,
5705,acle-parish-council,Acle Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,,excel,
32566,acol-parish-council,Acol Parish Council,parish,Kent,Thanet,South East,,excel,
34263,acomb-parish-council,Acomb Parish Council,parish,Northumberland,Northumberland,North East,,excel,
32082,aconbury-parish-meeting,Aconbury Parish Meeting,parish_meeting,Herefordshire,Herefordshire,West Midlands,,excel,
32567,acrise-parish-council,Acrise Parish Council,parish,Kent,Folkestone and Hythe,South East,,excel,
32083,acton-beauchamp-group-parish-council,Acton Beauchamp Group Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
30384,acton-bridge-parish-council,Acton Bridge Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
4813,acton-parish-council,Acton Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,https://www.actonparishcouncil.gov.uk,excel,
36386,acton-round-parish-council,Acton Round Parish Council,parish,Shropshire,,West Midlands,,excel,
35153,acton-trussell-and-bednall-parish-council,Acton Trussell and Bednall Parish Council,parish,Staffordshire,South Staffordshire,West Midlands,,excel,
34472,adderbury-parish-council,Adderbury Parish Council,parish,Oxfordshire,Cherwell,South East,https://www.adderburyparishcouncil.gov.uk,excel,
5847,adderley-parish-council,Adderley Parish Council,parish,Shropshire,Shropshire,West Midlands,,excel,
34264,adderstone-with-lucker-parish-council,Adderstone with Lucker Parish Council,parish,Northumberland,Northumberland,North East,https://www.adderstonewithluckerparish.gov.uk,excel,
6710,addington-meeting,Addington (meeting),parish,Buckinghamshire,Buckinghamshire,South East,,excel,
30063,addington-meeting-parish-council,Addington (meeting) Parish Council,parish_meeting,Buckinghamshire,Buckinghamshire,South East,,excel,
5189,addington-parish-council,Addington Parish Council,parish,Kent,Tonbridge & Malling,South East,https://www.addington-pc.gov.uk,excel,
4093,adisham,Adisham,parish,Kent,Canterbury,South East,https://www.adisham-pc.gov.uk,excel,
31797,adlestrop-parish-meeting,Adlestrop Parish Meeting,parish_meeting,Gloucestershire,Cotswold,South West,,excel,
30253,adlington-parish-council,Adlington Parish Council,parish,Cheshire,Cheshire East,North West,https://www.adlington-pc.org.uk,excel,
36659,admington-parish-council,Admington Parish Council,parish,Warwickshire,Stratford-on-Avon,West Midlands,https://admintonparishcouncil.co.uk,excel,
3753,adstock-parish-council,Adstock Parish Council,parish,Buckinghamshire,Buckinghamshire,South East,https://www.adstockparish.gov.uk,excel,
34121,adstone-parish-meeting,Adstone Parish Meeting,parish_meeting,Northamptonshire,West Northamptonshire,East Midlands,,excel,
6067,advent-parish-meeting,Advent Parish Meeting,parish_meeting,Cornwall,Cornwall,South West,,excel,
6944,adwick-on-dearne-parish-council,Adwick-on-Dearne Parish Council,parish,South Yorkshire,Doncaster,Yorkshire and the Humber,,excel,
36387,agden-parish-council,Agden Parish Council,parish,,,North West,,excel,
32679,aighton-bailey-and-chaigley-parish-council,"Aighton, Bailey and Chaigley Parish Council",parish,Lancashire,Ribble Valley,North West,,excel,
30682,aikton-parish-council,Aikton Parish Council,parish,Cumbria,Cumberland,North West,,excel,
4563,ailsworth-parish-council,Ailsworth Parish Council,parish,Cambridgeshire,Peterborough,East of England,https://www.ailsworth-pc.gov.uk,excel,
35411,ainderby-miers-with-holtby-parish-council,Ainderby Miers with Holtby Parish Council,parish,North Yorkshire,,Yorkshire and the Humber,,excel,
6616,ainderby-quernhow-parish-meeting,Ainderby Quernhow (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
30797,ainstable-parish-council,Ainstable Parish Council,parish,Cumbria,Westmorland & Furness,North West,https://www.ainstable-pc.gov.uk,excel,
34796,aintree-village-parish-council,Aintree Village Parish Council,parish,Sefton,Sefton,North West,,excel,
31303,airmyn-parish-council,Airmyn Parish Council,parish,East Riding of Yorkshire,East Riding of Yorkshire,Yorkshire and the Humber,https://airmynpc.org.uk,excel,
4689,aislaby,Aislaby,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.aislabyparishcouncil.gov.uk,excel,
33523,aislaby-middleton-and-wrelton-parish-council,"Aislaby, Middleton and Wrelton Parish Council",parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
35412,akebar-parish-council,Akebar Parish Council,parish,North Yorkshire,,Yorkshire and the Humber,,excel,
3754,akeley-parish-council,Akeley Parish Council,parish,Buckinghamshire,Buckinghamshire,South East,https://www.akeleyparishcouncil.gov.uk,excel,
6770,akenham-parish-meeting,Akenham Parish Meeting,parish_meeting,Suffolk,Babergh & Mid Suffolk,East of England,,excel,
37052,albourne-parish-council,Albourne Parish Council,parish,West Sussex,Mid Sussex,South East,https://www.albourne-pc.gov.uk,excel,
4343,albrighton-donington-parish-council,Albrighton & Donington Parish Council,parish,Shropshire,Shropshire,West Midlands,https://www.albrightondonington-pc.gov.uk,excel,
34820,albrighton-parish-council,Albrighton Parish Council,parish,Shropshire,Shropshire,West Midlands,,excel,
6234,alburgh-parish-council,Alburgh Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,,excel,
32268,albury-parish-council,Albury Parish Council,parish,Hertfordshire,East Hertfordshire,East of England,,excel,
33211,alby-with-thwaite-parish-council,Alby with Thwaite Parish Council,parish,Norfolk,North Norfolk,East of England,,excel,
36660,alcester-town-council,Alcester Town Council,town,Warwickshire,Stratford-on-Avon,West Midlands,,excel,
6721,alciston-parish-meeting,Alciston Parish Meeting,parish_meeting,East Sussex,East Sussex,South East,,excel,
30088,alconbury-parish-council,Alconbury Parish Council,parish,Cambridgeshire,Huntingdonshire,East of England,https://www.alconburyparishcouncil.gov.uk,excel,
30089,alconbury-weston-parish-council,Alconbury Weston Parish Council,parish,Cambridgeshire,Huntingdonshire,East of England,https://www.alconburyweston-pc.gov.uk,excel,
33417,aldborough-thurgarton-parish-council,Aldborough & Thurgarton Parish Council,parish,Norfolk,North Norfolk,East of England,,excel,
33212,aldborough-and-thurgarton-parish-council,Aldborough and Thurgarton Parish Council,parish,Norfolk,North Norfolk,East of England,https://www.aldboroughandthurgarton.gov.uk,excel,
4854,aldbourne-parish-council,Aldbourne Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.aldbourne-pc.gov.uk,excel,
31304,aldbrough-parish-council,Aldbrough Parish Council,parish,East Riding of Yorkshire,East Riding of Yorkshire,Yorkshire and the Humber,https://aldbroughparishcouncil.co.uk,excel,
4968,aldbrough-st-john,Aldbrough St John,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.aldbroughstjohnparishcouncil.gov.uk,excel,
33524,aldbrough-st-john-parish-council,Aldbrough St John Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.aldbroughstjohnparishcouncil.gov.uk,excel,
32779,aldcliffe-with-stodday-parish-council,Aldcliffe-with-Stodday Parish Council,parish,Lancashire,Lancaster,North West,,excel,
4192,aldeby-parish-council,Aldeby Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,https://www.aldebyparishcouncil.gov.uk,excel,
32318,aldenham-parish-council,Aldenham Parish Council,parish,Hertfordshire,Hertsmere,East of England,,excel,
4855,alderbury-parish-council,Alderbury Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.alderburyparishcouncil.gov.uk,excel,
30254,alderley-edge-parish-council,Alderley Edge Parish Council,parish,Cheshire,Cheshire East,North West,https://www.alderleyedge-pc.gov.uk,excel,
31864,alderley-parish-meeting,Alderley Parish Meeting,parish_meeting,Gloucestershire,Stroud,South West,,excel,
36388,aldersey-parish-council,Aldersey Parish Council,parish,Cheshire,,North West,,excel,
31916,alderton-parish-council,Alderton Parish Council,parish,Gloucestershire,Tewkesbury,South West,,excel,
30385,aldford-saighton-and-district-parish-council,Aldford Saighton and District Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
30462,aldford-and-saighton-parish-council,Aldford and Saighton Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
6039,aldham-parish-council,Aldham Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,,excel,
30798,aldingham-parish-council,Aldingham Parish Council,parish,Cumbria,Westmorland & Furness,North West,https://www.aldinghamparishcouncil.gov.uk,excel,
4072,aldington-bonnington,Aldington & Bonnington,parish,Kent,Ashford,South East,https://www.aldingtonandbonnington-pc.gov.uk,excel,
32463,aldington-bonnington-parish-council,Aldington & Bonnington Parish Council,parish,Kent,Ashford,South East,https://www.aldingtonandbonnington-pc.gov.uk,excel,
32568,aldington-parish-council,Aldington Parish Council,parish,Kent,Ashford,South East,,excel,
5739,aldwark-area,Aldwark Area,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33525,aldwark-area-parish-council,Aldwark Area Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
36947,aldworth-parish-council,Aldworth Parish Council,parish,West Berkshire,West Berkshire,South East,https://www.aldworth-pc.gov.uk,excel,
35320,alfold-parish-council,Alfold Parish Council,parish,Surrey,Waverley,South East,,excel,
32947,alford-parish-council,Alford Parish Council,parish,Lincolnshire,East Lindsey,East Midlands,,excel,
33499,alkborough-parish-council,Alkborough Parish Council,parish,North Lincolnshire,North Lincolnshire,Yorkshire and the Humber,,excel,
32526,alkham-parish-council,Alkham Parish Council,parish,Kent,Dover,South East,https://www.alkhamparishcouncil.org.uk,excel,
31865,alkington-parish-council,Alkington Parish Council,parish,Gloucestershire,Stroud,South West,https://www.alkingtonparishcouncil.gov.uk,excel,
5368,all-cannings-parish-council,All Cannings Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.allcannings-pc.gov.uk,excel,
34265,allendale-parish-council,Allendale Parish Council,parish,Northumberland,Northumberland,North East,,excel,
32084,allensmore-parish-council,Allensmore Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
4394,aller-parish-council,Aller Parish Council,parish,Somerset,Somerset,South West,https://www.allerparishcouncil.org/,excel,
33916,allerston-parish-council,Allerston Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33526,allerston-and-wilton-parish-council,Allerston and Wilton Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
6618,allerton-mauleverer-with-hopperton-parish-meeting,Allerton Mauleverer with Hopperton (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
30683,allhallows-parish-council,Allhallows Parish Council,parish,Cumbria,Cumberland,North West,https://www.allhallows-pc.gov.uk,excel,
5369,allington-parish-council-1,Allington Parish Council,parish,Wiltshire,Wiltshire,South West,https://www.allingtonboscombewilts-pc.gov.uk,excel,
5202,allington-parish-council,Allington Parish Council,parish,Lincolnshire,South Kesteven,East Midlands,https://www.allingtonpc.org.uk,excel,
30799,allithwaite-and-cartmel-parish-council,Allithwaite and Cartmel Parish Council,parish,Cumbria,Westmorland & Furness,North West,https://www.allithwaiteandcartmel-pc.gov.uk,excel,
30684,allonby-parish-council,Allonby Parish Council,parish,Cumbria,Cumberland,North West,https://www.allonby-pc.org.uk,excel,
30386,allostock-parish-council,Allostock Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
32085,almeley-parish-council,Almeley Parish Council,parish,Herefordshire,Herefordshire,West Midlands,,excel,
4241,alne,Alne,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.alneparishcouncil.gov.uk,excel,
33527,alne-parish-council,Alne Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.alneparishcouncil.gov.uk,excel,
34266,alnmouth-parish-council,Alnmouth Parish Council,parish,Northumberland,Northumberland,North East,,excel,
34267,alnwick-parish-council,Alnwick Parish Council,parish,Northumberland,Northumberland,North East,https://www.alnmouthparishcouncil.org.uk,excel,
31656,alphamstone-parish-council,Alphamstone Parish Council,parish,Essex,Essex,East of England,,excel,
5043,alpheton-parish-council,Alpheton Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,https://www.alphetonparish.gov.uk,excel,
33418,alpington-parish-council,Alpington Parish Council,parish,Norfolk,South Norfolk,East of England,,excel,
6235,alpington-with-yelverton-parish-council,Alpington with Yelverton Parish Council,parish,Norfolk,South Norfolk & Broadland,East of England,,excel,
36389,alpraham-parish-council,Alpraham Parish Council,parish,,,North West,,excel,
30255,alpraham-and-calveley-community-council,Alpraham and Calveley Community Council,community,Cheshire,Cheshire East,North West,,excel,
31657,alresford-parish-council,Alresford Parish Council,parish,Essex,Essex,East of England,,excel,
4462,alrewas-parish-council,Alrewas Parish Council,parish,Staffordshire,Staffordshire,West Midlands,https://www.alrewasparishcouncil.gov.uk/,excel,
30256,alsager-town-council,Alsager Town Council,town,Cheshire,Cheshire East,North West,https://www.alsagertowncouncil.gov.uk,excel,
30800,alston-moor-parish-council,Alston Moor Parish Council,parish,Cumbria,Westmorland & Furness,North West,https://www.alstonmoorparish.gov.uk,excel,
4932,alstonefield-parish-council,Alstonefield Parish Council,parish,Derbyshire,High Peak,East Midlands,http://www.alstonefield.org/community/parish-council/,excel,
5282,alstonefield-parish-council-1,Alstonefield Parish Council,parish,Staffordshire,Staffordshire,West Midlands,http://www.alstonefield.org/community/parish-council/,excel,
3826,altarnun-parish-council,Altarnun Parish Council,parish,Cornwall,Cornwall,South West,https://www.altarnunparish.co.uk/,excel,
34122,althorp-parish-meeting,Althorp Parish Meeting,parish_meeting,Northamptonshire,West Northamptonshire,East Midlands,,excel,
4783,alton-parish-council-1,Alton Parish Council,parish,Staffordshire,Staffordshire,West Midlands,http://www.altonstaffs.co.uk/community/parish-councils/,excel,
5370,alton-parish-council-2,Alton Parish Council,parish,Wiltshire,Wiltshire,South West,http://www.altonstaffs.co.uk/community/parish-councils/,excel,
5072,alton-parish-council,Alton Parish Council,parish,Derbyshire,High Peak,East Midlands,http://www.altonstaffs.co.uk/community/parish-councils/,excel,
3595,alton-town-council,Alton Town Council,town,Hampshire,East Hampshire,South East,http://www.altonstaffs.co.uk/community/parish-councils/,excel,
30387,alvanley-parish-council,Alvanley Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
37236,alvechurch-parish-council,Alvechurch Parish Council,parish,Worcestershire,Bromsgrove,West Midlands,https://www.alvechurch.gov.uk,excel,
6774,alvediston-parish-meeting,Alvediston Parish Meeting,parish_meeting,Wiltshire,Wiltshire,South West,,excel,
34822,alveley-parish-council,Alveley Parish Council,parish,Shropshire,Shropshire,West Midlands,,excel,
4344,alveley-and-romsley-parish-council,Alveley and Romsley Parish Council,parish,Shropshire,Shropshire,West Midlands,https://www.alveleyandromsley-pc.gov.uk,excel,
35418,alverton-parish-council,Alverton Parish Council,parish,,,East Midlands,,excel,
7033,alverton-and-kilvington-parish-meeting,Alverton and Kilvington Parish Meeting,parish_meeting,Nottinghamshire,Newark & Sherwood,East Midlands,,excel,
32949,alvingham-parish-council,Alvingham Parish Council,parish,Lincolnshire,East Lindsey,East Midlands,,excel,
31826,alvington-parish-council,Alvington Parish Council,parish,Gloucestershire,Forest of Dean,South West,,excel,
30090,alwalton-parish-council,Alwalton Parish Council,parish,Cambridgeshire,Huntingdonshire,East of England,,excel,
34268,alwinton-parish-council,Alwinton Parish Council,parish,Northumberland,Northumberland,North East,https://www.alwintonparishcouncil.gov.uk,excel,
32784,alwoodley-parish-council,Alwoodley Parish Council,parish,Leeds,Leeds,Yorkshire and the Humber,,excel,
37017,amberley-parish-council,Amberley Parish Council,parish,West Sussex,Horsham,South East,,excel,
34269,amble-parish-council,Amble Parish Council,parish,Northumberland,Northumberland,North East,https://www.amble.gov.uk,excel,
34397,amble-by-the-sea-parish-council,Amble by the Sea Parish Council,parish,Northumberland,Northumberland,North East,,excel,
34473,ambrosden-parish-council,Ambrosden Parish Council,parish,Oxfordshire,Cherwell,South East,https://www.ambrosdenpc.org.uk,excel,
33500,amcotts-parish-council,Amcotts Parish Council,parish,North Lincolnshire,North Lincolnshire,Yorkshire and the Humber,,excel,
3536,amersham-town-council,Amersham Town Council,town,Buckinghamshire,Buckinghamshire,South East,https://www.amersham-tc.gov.uk,excel,
3720,amesbury-town-council,Amesbury Town Council,town,Wiltshire,Wiltshire,South West,http://www.amesburytowncouncil.gov.uk,excel,
5209,amotherby,Amotherby,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.amotherby-pc.gov.uk,excel,
4242,ampleforth,Ampleforth,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.ampleforth-pc.gov.uk,excel,
31798,ampney-st-mary-parish-meeting,Ampney St Mary Parish Meeting,parish_meeting,Gloucestershire,Cotswold,South West,,excel,
4944,amport-parish-council,Amport Parish Council,parish,Hampshire,Test Valley,South East,https://www.amporthantsparishcouncil.gov.uk,excel,
30206,ampthill-parish-council,Ampthill Parish Council,parish,Central Bedfordshire,Central Bedfordshire,East of England,,excel,
6200,ampton-little-livermere-timworth-parish-meeting,"Ampton, Little Livermere & Timworth Parish Meeting",parish_meeting,Suffolk,West Suffolk,East of England,,excel,
5660,ancaster-parish-council,Ancaster Parish Council,parish,Lincolnshire,South Kesteven,East Midlands,,excel,
34270,ancroft-parish-council,Ancroft Parish Council,parish,Northumberland,Northumberland,North East,https://www.ancroftparishcouncil.gov.uk,excel,
30388,anderton-with-marbury-parish-council,Anderton with Marbury Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
6066,andover-town-council,Andover Town Council,town,Hampshire,Test Valley,South East,,excel,
4784,anglesey-parish-council,Anglesey Parish Council,parish,Staffordshire,Staffordshire,West Midlands,https://www.angleseystaffs-pc.gov.uk/,excel,
37011,angmering-parish-council,Angmering Parish Council,parish,West Sussex,Arun,South East,https://www.angmering-pc.gov.uk,excel,
6971,angram-grange-parish-meeting,Angram Grange (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33323,anmer-parish-meeting,Anmer Parish Meeting,parish_meeting,Norfolk,West Norfolk,East of England,,excel,
34413,annesley-parish-council,Annesley Parish Council,parish,Nottinghamshire,Ashfield,East Midlands,,excel,
4734,ansford-parish-council,Ansford Parish Council,parish,Somerset,Somerset,South West,https://www.ansford-pc.gov.uk,excel,
32269,anstey-parish-council,Anstey Parish Council,parish,Hertfordshire,East Hertfordshire,East of England,,excel,
6516,ansty-parish-council,Ansty Parish Council,parish,Warwickshire,Warwickshire,West Midlands,,excel,
33213,antingham-parish-council,Antingham Parish Council,parish,Norfolk,North Norfolk,East of England,,excel,
3827,antony-parish-council,Antony Parish Council,parish,Cornwall,Cornwall,South West,https://www.antonyparishcouncil.org.uk/,excel,
30389,antrobus-parish-council,Antrobus Parish Council,parish,Cheshire West and Chester,Cheshire West and Chester,North West,,excel,
32952,anwick-parish-council,Anwick Parish Council,parish,Lincolnshire,North Kesteven,East Midlands,,excel,
35421,apley-parish-council,Apley Parish Council,parish,Lincolnshire,,East Midlands,,excel,
30801,appleby-town-council,Appleby Town Council,town,Cumbria,Westmorland & Furness,North West,https://www.applebytown.gov.uk,excel,
4946,appledore,Appledore,parish,Kent,Ashford,South East,https://www.appledoreparishcouncil.gov.uk,excel,
32464,appledore-parish-council,Appledore Parish Council,parish,Kent,Ashford,South East,https://www.appledoreparishcouncil.gov.uk,excel,
34550,appleford-parish-council,Appleford Parish Council,parish,Oxfordshire,Oxfordshire,South East,https://www.appleford-pc.gov.uk,excel,
6804,appleton-east-and-west-parish-meeting,Appleton East and West (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
36655,appleton-parish-council,Appleton Parish Council,parish,Warrington,Warrington,North West,,excel,
33917,appleton-roebuck-parish-council,Appleton Roebuck Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
4243,appleton-roebuck-and-acaster-selby,Appleton Roebuck and Acaster Selby,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.appletonroebuckandacasterselby-pc.gov.uk,excel,
33532,appleton-wiske-parish-council,Appleton Wiske Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.appletonwiske-pc.gov.uk,excel,
6240,appleton-le-moors,Appleton le Moors,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33530,appleton-le-moors-parish-council,Appleton le Moors Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
34551,appleton-with-eaton-parish-council,Appleton with Eaton Parish Council,parish,Oxfordshire,Oxfordshire,South East,https://www.appleton-eaton-pc.gov.uk,excel,
33918,appleton-le-moors-parish-council-1,Appleton-le-moors Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33919,appleton-le-street-with-easthorpe-parish-council,Appleton-le-street with Easthorpe Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33533,appletreewick-parish-council,Appletreewick Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
36390,archdeacon-newton-parish-council,Archdeacon Newton Parish Council,parish,County Durham,,North East,,excel,
30257,arclid-parish-council,Arclid Parish Council,parish,Cheshire,Cheshire East,North West,https://www.arclidparishcouncil.gov.uk,excel,
32270,ardeley-parish-council,Ardeley Parish Council,parish,Hertfordshire,East Hertfordshire,East of England,,excel,
31659,ardleigh-parish-council,Ardleigh Parish Council,parish,Essex,Essex,East of England,,excel,
34474,ardley-with-fewcott-parish-council,Ardley with Fewcott Parish Council,parish,Oxfordshire,Cherwell,South East,,excel,
4969,arkendale-coneythorpe-and-clareton,"Arkendale, Coneythorpe and Clareton",parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.accpc.org.uk,excel,
6424,arkengarthdale,Arkengarthdale,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
33535,arkengarthdale-parish-council,Arkengarthdale Parish Council,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
5954,arkesden,Arkesden,parish,Essex,Uttlesford,East of England,,excel,
30229,arlesey-parish-council,Arlesey Parish Council,parish,Central Bedfordshire,Central Bedfordshire,East of England,,excel,
31866,arlingham-parish-council,Arlingham Parish Council,parish,Gloucestershire,Stroud,South West,,excel,
6835,arlington-parish-council,Arlington Parish Council,parish,East Sussex,East Sussex,South East,https://www.arlington-pc.gov.uk,excel,
4022,arlington-parish-council-1,Arlington Parish Council,parish,East Sussex,East Sussex,South East,https://www.arlington-pc.gov.uk,excel,
6285,armitage-with-handsacre-parish-council,Armitage with Handsacre Parish Council,parish,Staffordshire,Staffordshire,West Midlands,,excel,
6485,armthorpe-parish-council,Armthorpe Parish Council,parish,South Yorkshire,Doncaster,Yorkshire and the Humber,,excel,
34475,arncott-parish-council,Arncott Parish Council,parish,Oxfordshire,Cherwell,South East,,excel,
32835,arnesby-parish-council,Arnesby Parish Council,parish,Leicestershire,Harborough,East Midlands,,excel,
30802,arnside-parish-council,Arnside Parish Council,parish,Cumbria,Westmorland & Furness,North West,https://www.arnsideparishcouncil.gov.uk,excel,
6621,arrathorne-parish-meeting,Arrathorne (Parish Meeting),parish_meeting,North Yorkshire,North Yorkshire,Yorkshire and the Humber,,excel,
34123,arthingworth-parish-council,Arthingworth Parish Council,parish,Northamptonshire,West Northamptonshire,East Midlands,,excel,
30686,arthuret-parish-council,Arthuret Parish Council,parish,Cumbria,Cumberland,North West,https://www.arthuretparishcouncil.gov.uk,excel,
37012,arundel-town-council,Arundel Town Council,town,West Sussex,Arun,South East,https://www.arundeltowncouncil.gov.uk,excel,
30803,asby-parish-council,Asby Parish Council,parish,Cumbria,Westmorland & Furness,North West,https://www.asbyparish.org.uk,excel,
34689,ascott-under-wychwood-parish-council-1,Ascott Under Wychwood Parish Council,parish,Oxfordshire,West Oxfordshire,South East,https://www.ascottpc.org.uk,excel,
34553,ascott-under-wychwood-parish-council,Ascott-under-Wychwood Parish Council,parish,Oxfordshire,Oxfordshire,South East,,excel,
5211,asenby,Asenby,parish,North Yorkshire,North Yorkshire,Yorkshire and the Humber,https://www.asenbyparish.gov.uk,excel,
32836,asfordby-parish-council,Asfordby Parish Council,parish,Leicestershire,Melton,East Midlands,,excel,
3642,ash-parish-council,Ash Parish Council,parish,Kent,Dover,South East,https://www.ashpcsomerset.com,excel,
36948,ashampstead-parish-council,Ashampstead Parish Council,parish,West Berkshire,West Berkshire,South East,https://www.ashampsteadpc.org.uk,excel,
5900,ashbocking-parish-council,Ashbocking Parish Council,parish,Suffolk,Babergh & Mid Suffolk,East of England,,excel,
3574,ashbourne-town-council,Ashbourne Town Council,town,Derbyshire,Derbyshire Dales,East Midlands,https://www.ashbournetowncouncil.gov.uk,excel,
